HouseNumber,Address,City,State,Country,PostCode,County,Latitude,Longitude,name,,,,
0,,Oreana,NV,United States,89419-6430,Pershing,40.6142683087463,-118.323388992919,Rye Patch Reservoir,,,,
N/A,,Mikhaylovskiy,Buryat,Russia,671521,,55.3554350672461,113.552658846988,Ozero Busani,,,,
N/A,,Panovka,Altay,Russia,658847,,52.981094017802,79.595106352196,Ozero Kulundinskoye,,,,
N/A,,Muntu,Lira,Uganda,,,1.49460045151955,32.8906484096303,Lake Kyoga,,,,
N/A,,Nizhniye Tarmany,Tyumen',Russia,625519,,59.7174698851467,65.4281070645261,Ozero Leushinskiy Tuman,,,,
N/A,,Holmli,Nord-Trøndelag,Norway,7533,,64.1479443626055,11.8439152134927,Snåsavatnet,,,,
N/A,,Chaguaramas,Monagas,Venezuela,8052,,7.2966645793483,-62.7772465912427,Embalse de Guri,,,,
N/A,,Mahurangi West,Auckland,Russia,689516,,64.5700625209123,174.69372225737,Ozero Krasnoye,,,,
N/A,,Stornäs,Vasterbotten,Sweden,831 91,,65.0295649233648,15.1571752431304,,,,,
N/A,,Lamabucun,Xizang,China,852500,,35.7696235044133,90.196419143733,,,,,
N/A,,Yuzhu’ema,Xizang,China,853100,,31.5070837614832,88.7313171957466,,,,,
N/A,,Johkamohkki,Troms,Sweden,982 60,,67.7993841776103,19.7506866781939,,,,,
N/A,,Ovsishche,Pskov,Russia,175044,,57.1963883183275,30.3852354332442,,,,,
N/A,,Marta,Lazio,Italy,01010,,42.5966635229146,11.9265964420535,Lago di Bracciano,,,,
N/A,,Lyanino,Novosibirsk,Russia,632962,,54.5507907257316,78.5063541154522,,,,,
N/A,,Gribnoye,Leningrad,Russia,188903,,60.5592041066797,29.3298445600797,,,,,
N/A,,Xiaodongtun,Nei Mongol,Mongolia,21013,,47.4639743650367,117.257734549259,,,,,
N/A,,Blairmont,Mahaica-Berbice,Guyana,,,3.95636764672169,-57.5409678999172,Kabalebo Dam,,,,
N/A,,Towan,Victoria,Australia,3597,,-33.5244279326995,143.240605256989,,,,,
N/A,,Kvarnåsen,Vasterbotten,Sweden,982 99,,66.7876546726587,19.0504546513895,Randijaure,,,,
N/A,,Kurtdere,Elazığ,Turkey,23350,,38.8360146167439,39.2856644403151,Keban Baraji,,,,
N/A,,Annenskiy,Qostanay,Kazakhstan,110106,,52.719404308782,64.8389963104131,Qusmuryn Köli,,,,
N/A,,Agua Blanca,Carabobo,Venezuela,2018,,10.192177315879,-67.7355595057958,Lago de Valencia,,,,
N/A,,Koppelo,Lapland,Finland,93350,,67.9717343740459,27.6401414070358,Lokan Tekojarvi,,,,
N/A,,Syksyktakh,Sakha,Russia,678185,,62.7009974956897,111.309581219729,Vilyuy Reservoir,,,,
N/A,,Novogeorgiyevsk,Khabarovsk,Russia,682424,,51.7740539144986,140.34814862919,,,,,
N/A,,Karasu,Qostanay,Kazakhstan,110401,,50.1064811342977,64.0879371376633,,,,,
N/A,,Övre Malgonäs,Vasterbotten,Sweden,813 33,,64.7119460301897,16.3131733306354,,,,,
N/A,,Hotagen,Jamtland,Sweden,682 40,,63.9925201034799,14.2430235668483,,,,,
N/A,,Poblado La Morcona,Tacuarembó,Uruguay,90800,,-32.7010914691122,-56.0567092356901,Lago Rincon del Bonete,,,,
N/A,,Gongota,Zabaykal'ye,Russia,671550,,54.8357352007951,112.263601781743,Ozero Kipylyushi,,,,
N/A,,Qaryah Kūrak,Al Qadarif,Sudan,,,14.7872013404043,35.93713203131,Khashm el Girba Dam,,,,
N/A,,Kapenta,Rukwa,Tanzania,,,-7.84910567189391,32.0730145286902,Lake Rukwa,,,,
N/A,,Itapitocaí,Rio Grande do Sul,Argentina,B2752XAB,,-28.4350193566565,-57.1369558801036,Laguna Iber,,,,
N/A,,Donggangxindun,Hubei,China,433205,,29.8487834512869,113.284708323414,Hong Hu,,,,
N/A,,Shucaicun,Anhui,China,233433,,32.369570653979,116.907266795231,,,,,
N/A,,Ban Thung Cha,Tak,Thailand,63110,,17.2943006111848,98.9211059184275,Bhumphol K. K. Nam,,,,
N/A,,Los Hules Abajo,Panama Oeste,Panama,,,9.16572960457084,-79.8744868155992,Lago Gatun,,,,
N/A,,Itiken,Sakha,Russia,678750,,71.7151629787793,143.20271593722,Ozero Soluntakh,,,,
N/A,,Psarádes,Epirus and Western Macedonia,Greece,472 00,,40.8435779637819,21.0302677056478,,,,,
N/A,,Sanba Ercun,Xizang,China,856900,,31.7489038919218,88.9445894086267,Siling Co,,,,
N/A,,Peski,Tver',Russia,175132,,57.2208205408794,33.0779198540818,,,,,
N/A,,Capacho,Mendoza,Argentina,Q8401XAF,,-39.4644016540895,-69.0238575378366,Embalse Ezequiel Ramos Mexia,,,,
N/A,,Xago,Xizang,China,853100,,31.150167257336,88.3585581915502,Gyaring Co,,,,
N/A,,Barsuch’ye,Sverdlovsk,Russia,623884,,60.566563209858,63.9252321239996,Ozero Tursuntskiy Tuman,,,,
N/A,,Remeicun,Xizang,China,816004,,35.2207815893763,92.1328151158508,Elsen Nur,,,,
N/A,,Bambakhta,Buryat,Russia,674054,,55.2226768459097,113.040030808927,Ozero Baunt,,,,
N/A,,Guadalupe,Oaxaca,Mexico,68450,,18.2559882145239,-96.5177247841384,Presa Miguel Aleman,,,,
N/A,,General Uriburu,Misiones,Argentina,W3231XAD,,-28.2283757394101,-56.9748465824761,Laguna Iber,,,,
N/A,,Todos Santos,Sonora,Mexico,85656,,29.136863809819,-109.602526614634,Lake Novillo,,,,
N/A,,Gråtanliden,Vasterbotten,Sweden,811 40,,65.2425373693446,16.7606140966804,Storuman,,,,
N/A,,Tennevollen,Troms,Sweden,872 31,,67.6126101389452,17.7971964049189,Akkajaure,,,,
N/A,,Bubacun,Xizang,China,852500,,35.2154830350879,90.3220659361712,,,,,
N/A,,Vasil’yevka,Novosibirsk,Russia,632782,,53.3204958563848,77.99811165657,Ozero Bol'shoye Topol'noye,,,,
N/A,,Bessarabka,Omsk,Kazakhstan,080505,,53.2329225285632,73.2831002005264,Siletitengiz Kli,,,,
0,,Cibola,NV,United States,89046-1250,Mohave,35.4901247657018,-114.663396629693,Lake Mohave,,,,
N/A,,Progreso,El Beni,Bolivia,,,-13.0153432851183,-65.9695016622089,Laguna Huaitunas,,,,
N/A,,Austervefsn,Nordland,Norway,8672,,64.821007939292,13.5498441045262,,,,,
N/A,,Psarádes,Epirus and Western Macedonia,Greece,472 00,,40.8397512301292,21.0309962568625,,,,,
N/A,,Tendik,North Kazakhstan,Kazakhstan,160810,,54.1029157063008,69.8685616473039,Shaghalalytengiz Kli,,,,
N/A,,Vilga,Karelia,Russia,171123,,61.9291747543505,34.0889151039115,,,,,
N/A,,Altamash,Kemerovo,Russia,652982,,51.5731503977312,87.6810038756641,Ozero Teletskoye,,,,
N/A,,Ōnohama,Shiga,Japan,5230802,,35.2462440863732,136.094529686836,Biwa Ko,,,,
N/A,,Onslow Corners,Quebec,Canada,K1C 6E7,,52.508198047565,-76.2965897893676,Lac Low,,,,
N/A,,Anash,Krasnoyarsk,Russia,655136,,54.6115769179843,91.0344946117048,Krasnoyarsk Reservoir,,,,
N/A,,Rosochaty Róg,Podlachian,Poland,16-304,,54.0436013346838,23.0916432681599,,,,,
N/A,,Portage la Prairie,Manitoba,Canada,R1N 3A1,,57.1565019791012,-98.2849696359716,Southern Indian Lake,,,,
N/A,,Baoge Taolegai,Nei Mongol,Mongolia,21013,,47.3256232252848,117.572471293478,,,,,
N/A,,Ban Huai Oi,Uttaradit,Thailand,53190,,17.9161448297504,100.459375596073,Siri Kit Dam,,,,
N/A,,Nikolayevka,Krasnoyarsk,Mongolia,84095,,48.0647715485124,92.3492946259029,Har Us Nuur,,,,
N/A,,Yablonovka,Saratov,Russia,412618,,51.0399097814322,46.0125818278909,Volgograd Reservoir,,,,
N/A,,Ituna,Saskatchewan,Canada,S0E 1B0,,53.5695279079382,-103.491792773045,Tobin Lake,,,,
N/A,,Arvidsjaur,Norrbotten,Sweden,935 92,,67.2256684938306,19.1632952939791,Stora Lulevatten,,,,
N/A,,Xulaozhuang,Anhui,China,236743,,32.2800839593309,116.352612910163,,,,,
N/A,,Vaibla,Viljandi,Estonia,68715,,58.2597787275907,26.0568377706259,Võrtsjärv,,,,
N/A,,Cole Ford,North Dakota,Canada,R0L 0A5,,53.3363915192499,-100.458946293738,Cedar Lake,,,,
N/A,,Charles Darwin,Northern Territory,Australia,0820,,-24.7484030284595,130.870831397729,Lake Amadeus,,,,
N/A,,Chel’tsy,Khabarovsk,Russia,682651,,50.0290633688621,136.821165534523,,,,,
N/A,,Samshur,Khanty-Mansiy,Russia,623993,,60.6589935457773,64.962661898589,Ozero Syrkovoye,,,,
N/A,,Getamune,Polonnaruwa,Sri Lanka,,,7.92395453426589,81.1046348144445,,,,,
N/A,,Podtikhov,Volgograd,Russia,404552,,48.5214774917572,43.4528463264393,Tsimlyansk Reservoir,,,,
N/A,,Psarádes,Epirus and Western Macedonia,Greece,472 00,,40.839456866002,21.0357551435845,,,,,
N/A,,Bela Vista,Sao Paulo,Brazil,15545-000,,-19.9567437670102,-49.873147074797,Represa Agua Vermetha,,,,
N/A,,San Salvador,El Beni,Bolivia,,,-12.9026018244269,-65.5415204334849,Laguna Ragaguado,,,,
N/A,,Woodlands,Manitoba,Canada,R0C 3K0,,55.0887411680648,-97.653544132519,Sipiwesk Lac,,,,
N/A,,Chalaaty,Tuva,Mongolia,84035,,47.8988973628737,93.2704132202809,Har Nuur,,,,
N/A,,Ivanovka,Altay,Russia,658997,,52.7014480970269,79.7864928448139,Ozero Kuchukskoye,,,,
N/A,,Nepco Camp Number 7,Michigan,Canada,P0T 1A0,,50.7766010697129,-88.1501758596797,Ogoki Reservoir,,,,
N/A,,Ulus Bugusan,Buryat,Russia,673240,,52.9242817412656,111.958734299236,Ozero Isinginskoye,,,,
N/A,,Ribu,Xizang,China,858200,,31.0184393104446,87.1390641463278,Ngangz Co,,,,
N/A,,Turtle River,Minnesota,Canada,P0X 1P0,,50.3353492431426,-94.7602774468994,Umfreville Lake,,,,
N/A,,Lagoa,Minas Gerais,Brazil,37546-000,,-21.0302897386594,-45.8786485811545,Represa Furnas,,,,
N/A,,Ipirpantai,Nusa Tenggara Timur,Australia,6440,,-29.121329319064,122.33033160268,Lake Carey,,,,
N/A,,Abaine,Vidzeme,Latvia,LV-4628,,56.762642776999,26.8611782407358,,,,,
N/A,,Qierenchuji,Xizang,China,852500,,34.7963085180524,90.3400840035015,,,,,
N/A,,Iturama,Minas Gerais,Brazil,38280-000,,-18.6637493385843,-50.1981653002251,Represa de São Simão,,,,
0,Pyramid Hwy,Patrick,NV,United States,89510-8916,Washoe,40.0560067416411,-119.582002816828,Pyramid Lake,,,,
N/A,,Västra Tåsjö,Jamtland,Sweden,912 97,,64.1192438602101,15.8632881052203,,,,,
N/A,,Kul’chukay,Qostanay,Kazakhstan,111316,,54.1342654858403,64.5472026128915,,,,,
N/A,,Stortangen,Nord-Trøndelag,Norway,8370,,64.9998341465245,13.6079792674673,,,,,
N/A,,Armantsy,Sakha,Russia,678781,,68.4556689990503,151.798371361103,,,,,
N/A,,Zhoushan,Jiangsu,China,213233,,31.5953929996227,119.531576895908,,,,,
N/A,,Psarádes,Epirus and Western Macedonia,Macedonia,7310,,40.8883213111059,21.0349024494998,,,,,
N/A,,Bjørnstad,Oppland,Norway,2850,,60.7609907158285,10.819420827117,Mhisa,,,,
N/A,,Buena Esperanza,Neuquen,Argentina,U9203XAA,,-45.4161499405647,-69.1867427506359,Lago Musters,,,,
N/A,,Carlópolis,Parana,Brazil,86415-000,,-23.3648916309406,-49.7052689945486,Represa Itarare,,,,
N/A,,San Francisco de Cara,Aragua,Venezuela,2334,,9.82731298029927,-67.0135323130641,Camatague,,,,
N/A,,Yegarchikazakhlar,Ganja-Qazakh,Azerbaijan,AZ 2242,,40.9156971749292,46.6117969877873,Mingevir Reservoir,,,,
N/A,,Ngolé,Moyen-Ogooue,Cameroon,,,-0.960543550822152,10.0668655713308,Lac Onangu,,,,
N/A,,Bezlyudnyy,Novosibirsk,Russia,632545,,55.4768602696879,80.0393157593614,Ubinskoye Lake,,,,
N/A,,Tequeruma,Oruro,Bolivia,,,-18.6138546190355,-67.181413025738,Lago Poopó,,,,
N/A,,Padnavolok,Karelia,Russia,174442,,61.9895194004125,34.1187504089881,,,,,
N/A,,Shapsha,Khanty-Mansiy,Russia,627235,,60.506218563796,69.4502954307311,,,,,
N/A,,Sagres,Sao Paulo,Brazil,86215-000,,-22.8095737051068,-50.9494868753607,Represa Iepe,,,,
N/A,,Sabana Larga,Guarico,Venezuela,2126,,9.05445996451508,-67.3753456207478,Embalse de Gurico,,,,
N/A,,Jianmin,Heilongjiang,China,162117,,46.1689193877209,124.365675644908,,,,,
N/A,,Krasnoozërka,Khakass,Mongolia,85191,,50.1522547560667,91.0164991766642,Reg Nuur,,,,
0,,Fallon,OR,United States,97721-9577,Harney,43.3405216721763,-118.772937110383,Malheur Lake,,,,
N/A,,Podrezy,Minsk,Belarus,222385,,54.861197697792,26.78251627555,,,,,
N/A,,Minino,Yaroslavl',Russia,601261,,57.744052776856,40.4211528033971,Kostroma Reservoir,,,,
N/A,,Vasil’kovo,Ivanovo,Russia,157984,,57.1662159952965,43.0738975974963,Gorky Reservoir,,,,
N/A,,Imeni Vladimira Il’icha,Altay,Russia,658962,,52.6617089398642,79.7156142192166,Ozero Kuchukskoye,,,,
N/A,,Dolno Štrbovo,Resen,Greece,440 01,,40.7443772529385,21.097092532205,,,,,
N/A,,Strångsund,Jamtland,Sweden,770 13,,62.3610069288527,15.0973289127046,,,,,
N/A,,Namoninilu,Nusa Tenggara Timur,Australia,6646,,-26.2611402777891,122.997782907648,Lake Carnegie,,,,
N/A,,Wandin,Adamaoua,Cameroon,,,6.40812646160136,12.7882477105185,M'Bakaou Reservoir,,,,
N/A,,Ørjedalen,Nordland,Norway,8647,,65.7871110045382,14.0478398257476,Røssvatnet,,,,
N/A,,Huanlülaowu,Anhui,China,246281,,30.2834120849968,116.783789836252,Wuchang Hu,,,,
N/A,,Corumbazul,Goias,Brazil,72950-000,,-18.2743055983891,-48.8576286510302,Barragem Itumbiara,,,,
N/A,,Qizuicun,Anhui,China,231603,,31.581705067711,117.416739429658,Chao Hu,,,,
N/A,,Ajuexiong,Xizang,China,858500,,30.6429778662881,86.2627126990499,,,,,
N/A,,Yangyicun,Xizang,China,852500,,34.9097858890617,90.3898813929761,,,,,
N/A,,Dzhergalan,Buryat,Russia,671442,,52.858049812661,111.858467720236,Ozero Bolshaya Kharga,,,,
N/A,,Kokbiye,Qostanay,Kazakhstan,110102,,51.6417372393529,64.4399376154022,Zharman Kli,,,,
0,,Long Creek,OR,United States,97721-2608,Harney,43.2377885918073,-119.100076852601,Harney Lake,,,,
N/A,,Conceição da Barra de Minas,Minas Gerais,Brazil,35537-000,,-21.3963315307476,-44.4982967199911,,,,,
N/A,,Potters Creek,West Coast,New Zealand,9412,,-44.4509771349141,170.213612887188,Lake Benmore,,,,
N/A,,Padozero,Karelia,Russia,186210,,62.0326437450373,34.1664280669972,,,,,
N/A,,Sekele,Bandundu,Congo D.R.,,,-2.13490923601395,18.3545080491097,Lac Mai-Ndombe,,,,
N/A,,Yaogang,Jiangsu,China,213146,,31.5892113529529,119.80591377656,Ge Hu,,,,
N/A,,Kossapola,Ampara,Sri Lanka,91040,,7.18480621103826,81.5000799294504,Senanayake Samudra,,,,
N/A,,Bald Hills,South Australia,Australia,5654,,-31.301095680474,135.117170166658,Lake Everard,,,,
N/A,,Tokarevskaya,Arkhangel'sk,Russia,164131,,61.3348535816717,38.7475768956149,,,,,
N/A,,Wharua,Canterbury,New Zealand,9471,,-43.8911186740688,170.526193495205,Lake Tekapo,,,,
N/A,,Anhembi,Sao Paulo,Brazil,17380-000,,-22.6361932342262,-48.1218045538462,Tiete,,,,
N/A,,Fonds Cede,Ouest,Haiti,HT 6320,,18.5705162843641,-72.015632482572,Etang Saumâtre,,,,
N/A,,Zolotistyy,Maga Buryatdan,Russia,678782,,68.6022623343619,152.246632545271,,,,,
N/A,,Erriba,Tasmania,Australia,7310,,-42.8960986481905,146.098052815678,Lake Pedder,,,,
N/A,,Gåsböle,Jamtland,Sweden,830 86,,62.8521534749718,15.213134823413,,,,,
N/A,,Baltais Dukstgals,Latgale,Latvia,LV-4617,,56.3341957899589,27.4338665793137,,,,,
N/A,,Arbore,Oromia,Ethiopia,,,4.69360260312297,36.8747696268998,Chew Bahir,,,,
N/A,,Sacedón,Castilla-La Mancha,Spain,19491,,40.3949670340332,-2.70689810055691,Embalse de Buenda,,,,
N/A,,Rottenbyen,Troms,Norway,9360,,68.5002651643108,19.5304190110503,,,,,
N/A,,Pryamikovo,Yaroslavl',Russia,152771,,57.4089192181166,38.1111920740942,Uglich Reservoir,,,,
N/A,,Juenahai,Xizang,China,852500,,33.5108203748684,90.3506692880671,,,,,
N/A,,Kemel’,Qostanay,Kazakhstan,111408,,51.4231718749576,64.4567125103657,Iken Aqsuat Kli,,,,
N/A,,Yangulovskiye,Khanty-Mansiy,Russia,626142,,60.2152396241264,68.3879508641699,Ozero Enetor,,,,
N/A,,Ostrov,Karelia,Russia,186137,,61.9546372513474,33.193256645987,,,,,
N/A,,Nadong,Xizang,China,858500,,30.2825289926154,86.3902704101548,,,,,
N/A,,Shaolaowobu,Jilin,China,131412,,45.3632447717615,124.265625363724,,,,,
N/A,,Omskiy,Irkutsk,Russia,666655,,57.4548400219491,102.391346605533,Ust-Ilimsk Reservoir,,,,
N/A,,Itatinga,Sao Paulo,Brazil,15903-000,,-23.3431086855329,-48.6278091292824,Barra Bonita,,,,
N/A,,Malaya Sosnovka,Buryat,Russia,674074,,52.6121085844425,111.493128964852,Ozero Bolshoye Yeravnoye,,,,
N/A,,Tolva,Lapland,Finland,93680,,66.1855328506109,28.6912654860212,,,,,
N/A,,Luishia,Katanga,Congo D.R.,,,-10.9096095016819,27.0180807647266,Lake Rentenue,,,,
N/A,,Korrelocking,Western Australia,Australia,6475,,-29.8459066179986,117.461778886946,Lake Moore,,,,
N/A,,Donglük,Xinjiang Uygur,China,857300,,35.2996711754476,89.2554382764416,,,,,
N/A,,Khmel’nitskoye,Pavlodar,Kazakhstan,141112,,52.3173029111201,77.7772917984073,Ozero Maraldy,,,,
N/A,,Sinnberg,Jamtland,Sweden,831 34,,62.8337557170261,14.6334891903569,,,,,
N/A,,Baishicun,Anhui,China,246009,,30.3832015240944,117.103710193572,,,,,
N/A,,Östra Gottbol,Varmland,Sweden,548 91,,58.9956890454199,14.2964498003783,,,,,
N/A,,Burrandong,New South Wales,Australia,2820,,-32.7256708737277,149.175837711337,Burrendong Reservoir,,,,
N/A,,Khassinmyaki,Leningrad,Russia,197755,,61.0142910472253,30.0124955170172,,,,,
N/A,,Dzhamansha,Karakalpakstan,Kazakhstan,120105,,45.4728954091181,59.7237420954192,Aral Sea,,,,
N/A,,Mingjiatang,Hubei,China,435243,,30.1037027853829,115.035267727567,,,,,
N/A,,Nova Aliança,Sao Paulo,Brazil,15210-000,,-21.4488755274406,-49.505477652457,Bariri,,,,
N/A,,Cethana,Tasmania,Australia,7306,,-42.7135928893688,146.144861749569,Lake Gordon,,,,
N/A,,Valmiera District,Vidzeme,Latvia,LV-4241,,57.7489097849537,25.2454412362335,,,,,
N/A,,Faggi,"Southern Nations, Nationalities and Peoples",Ethiopia,,,5.83558823433026,37.6491920898882,Lake Chamo,,,,
N/A,,Karasuskiy Pyatyy,Qostanay,Kazakhstan,111705,,52.6363936249308,65.5943938268446,Koybaghar Kli,,,,
N/A,,Xiyilian,Tianjin,China,251812,,38.7269527076416,117.366404957097,Baidagang Shuiku,,,,
N/A,,Karacharovo,Tver',Russia,143516,,56.679926457275,36.6976762685682,Ivankovo Reservoir,,,,
N/A,,Canterbury,Canterbury,New Zealand,7572,,-43.2903236454901,171.49266028309,Lake Coleridge,,,,
N/A,,Ohau,Canterbury,New Zealand,9210,,-44.2268796748659,169.84697882084,Lake Ohau,,,,
N/A,,Karelino,Tyumen',Russia,628518,,60.6772441216595,69.0321233100848,Ozero Ergipskiy Sor,,,,
N/A,,Samjung,West,China,859300,,31.3825677357065,84.0183602006123,,,,,
N/A,,Dayucun,Xizang,China,852500,,33.3846853463925,89.8614451540457,,,,,
N/A,,Taragon,South Australia,Australia,5655,,-18.2635613077488,135.045293918387,,,,,
N/A,,Rya-Backgården,Vastra Gotaland,Sweden,545 93,,58.595942560775,14.21749599875,,,,,
N/A,,Paiken,Bougainville,Russia,686417,,68.5413289600456,155.240134397984,,,,,
N/A,,Mirim,Rio Grande do Sul,Brazil,98368-000,,-32.8796233122176,-53.2385414940465,Lagoa Mirim,,,,
N/A,,Säljan,Gavleborg,Sweden,811 52,,60.5809870520875,16.7551949002836,,,,,
N/A,,Bandeirantes,Sao Paulo,Brazil,15367-000,,-20.8479311619013,-50.8023007757523,,,,,
N/A,,Gagarin,Leninabad,Kyrgyzstan,720405,,40.3343280238441,70.1845805245947,Obanbori Qayroqum,,,,
N/A,,Content,Northern Cape,South Africa,S-8530,,-30.1064188705101,24.8575091364788,Vanderkloof Dam,,,,
N/A,,Hexi,Hebei,China,025350,,45.4961501751615,117.516007863009,Ulgain Gobi,,,,
N/A,,Qiongri’asang,Xizang,China,852500,,34.5675875912711,88.9975300808837,,,,,
N/A,,Gorodishche,Kiev,Ukraine,08413,,49.8977769681614,31.5059942244922,,,,,
N/A,,Anastas’yevskiy,Buryat,Russia,671440,,52.6511118312874,111.649553536115,,,,,
N/A,,Komarovka,North Kazakhstan,Kazakhstan,020409,,53.0209803570284,68.2826284849465,Imantau Kli,,,,
N/A,,Ryumino,Vologda,Russia,162689,,60.8913940241478,37.3890831882843,,,,,
N/A,,Juca Pedroso,Minas Gerais,Brazil,38185-000,,-20.4397952996332,-46.8259130041941,,,,,
N/A,,Halli,Afar,Ethiopia,,,11.1947815328894,41.7808201251368,Lake Abbe,,,,
N/A,,Kimstad,Östergotland,Sweden,612 91,,58.6492224677859,15.9630382796321,,,,,
N/A,,Kayyerkan,Krasnoyarsk,Russia,652291,,68.0740259082241,87.7631677416998,Khantayskoye Reservoir,,,,
N/A,,Yudman,Khabarovsk,Russia,694761,,72.5387938064937,141.851564019891,Ozero Bustakh,,,,
N/A,,Pamyat’ Kommunarov,Altay,Russia,658622,,52.4731687164363,81.3045428691479,Ozero Gorkoye,,,,
N/A,,Shangrao,Hubei,China,435101,,30.2554474929193,114.950258311293,,,,,
N/A,,Lelystad-Haven,Flevoland,Netherlands,8242 PZ,,52.6670074941525,5.42242735625463,IJsselmeer,,,,
N/A,,Ban Phu Khao Wong,Khon Kaen,Thailand,40270,,16.7079272699385,102.592401661802,Ubolratna Reservoir,,,,
N/A,,Chillarón del Rey,Castilla-La Mancha,Spain,19128,,40.6160344935091,-2.69612899205457,Embalse de Entrepeas,,,,
N/A,,Sharu,Xizang,China,859300,,31.1342715944709,84.1174469946614,,,,,
N/A,,Zimnyaya Kaur’ya,Khanty-Mansiy,Russia,627222,,61.6177375078452,67.2294575191734,Ozero Bolshoy Sor,,,,
N/A,,Maungapohatu,Bay of Plenty,New Zealand,3196,,-38.7620549502037,177.098641278093,Lake Waikaremoana,,,,
N/A,,Fazenda da Barra,Minas Gerais,Brazil,75714-000,,-18.3467191736635,-47.7096998352453,,,,,
N/A,,Bønsnes,Buskerud,Norway,3530,,60.0103621916427,10.1977739209399,Tyrifjorden,,,,
N/A,,Montagu,Eastern Cape,South Africa,B-5850,,-30.6242053701348,25.5884669501557,Gariep Dam,,,,
N/A,,Ohai,Southland,New Zealand,9635,,-45.0166978200471,167.952179615027,Lake Te Anau,,,,
N/A,,Shenglitun,Jilin,China,132415,,43.6365048020072,126.782212171222,Songhua Hu,,,,
N/A,,Kärra,Östergotland,Sweden,590 46,,57.9764532552264,15.8244527168354,,,,,
N/A,,Amb,N.W.F.P.,Pakistan,17201,,34.3265033711503,72.8547472177895,Tarbela Dam,,,,
N/A,,Ngulupi,Western Australia,Australia,0872,,-23.4748366324243,128.891936734671,,,,,
N/A,,Bougainville,Bougainville,Russia,678837,,68.7915384681075,154.999170710339,,,,,
N/A,,Koskol’,North Kazakhstan,Kazakhstan,151205,,53.894358722228,70.6427686429922,Qalybek Kli,,,,
N/A,,Gakangma,Xizang,China,836104,,36.341278639303,89.4302469794236,,,,,
N/A,,Medvezh’ye,Arkhangel'sk,Russia,161105,,62.0698808071194,38.2495992242442,,,,,
N/A,,Tsapka-Layda,Krasnoyarsk,Russia,663707,,66.8382853025253,94.9813821160651,Ozero Tembenchi,,,,
N/A,,Pshenychne,Crimea,Ukraine,96305,,45.7669651721226,34.8469431562232,Syvash,,,,
N/A,,Sosnovo-Ozerskoye,Buryat,Russia,671430,,52.5463182020285,111.532893431761,,,,,
N/A,,Nala,Xizang,China,858800,,30.8884775483159,83.5829801246757,,,,,
N/A,,Sandvik,Östergotland,Sweden,590 14,,58.0185473254063,15.1792305859433,,,,,
N/A,,Basodesh,Manyara,Tanzania,,,-3.57788218721339,35.1280330397579,Lake Eyasi,,,,
N/A,,Todal,Møre og Romsdal,Norway,6612,,61.863237189873,8.71303499291067,,,,,
N/A,,Tagaim,Khanty-Mansiy,Russia,625504,,62.2796152477007,65.7293930807534,Ozero Vandmtor,,,,
N/A,,Yangjiajing,Hubei,China,438207,,30.3150562286635,115.029244488345,,,,,
N/A,,Anandpur,Punjab,India,174304,,31.4078830506398,76.4937635226687,Gobind Sagar Reservoir,,,,
N/A,,Krugloozerka,Novosibirsk,Russia,632373,,55.1348091539609,78.0204799374875,Ozero Tandovo,,,,
N/A,,Jiekeng,Guangdong,China,516257,,23.9108702787869,114.508960087329,Xinfengjiang Shuiku,,,,
N/A,,Idappadi,Tamil Nadu,India,636402,,11.8940435168907,77.8330938686563,Stanley Reservoir,,,,
N/A,,Bezhevka,Omsk,Kazakhstan,080102,,54.0434541526202,71.3398908298546,Kishi Qaraoy Kli,,,,
N/A,,Lamniat,Malampa,New Zealand,9691,,-45.9543607836269,167.303170419652,Lake Hauroko,,,,
N/A,,Kangmucun,Xizang,China,853200,,31.245099688336,90.5829210148485,,,,,
N/A,,Ust’-Pocha,Arkhangel'sk,Russia,161272,,63.1092805400214,38.1543296561021,,,,,
N/A,,Fanqingtian,Jilin,China,131402,,45.7139796292389,123.881860157802,Yueliang Pao,,,,
N/A,,Pemberumbe,Tete,Mozambique,2310,,-15.688463923601,32.0633305793552,Lago de Cahora Bassa,,,,
N/A,,Muloho,Shefa,New Zealand,9872,,-45.0865032072793,168.571199362916,Lake Wakatipu,,,,
N/A,,Pit-Gorodok,Krasnoyarsk,Russia,663230,,66.7886849471037,93.8166979238478,Ozero Vivi,,,,
N/A,,Solem,Sør-Trøndelag,Norway,7505,,63.2530774161252,10.9249563063256,,,,,
N/A,,Keya,Naoasaki,Australia,0872,,-24.3242243212628,129.988667786781,Lake Neale,,,,
N/A,,Uukuniemi,Southern Finland,Finland,82590,,61.8988552492559,30.0075667458622,,,,,
N/A,,Megelyakh,Sakha,Russia,686414,,69.4790258870236,156.063455201408,Ozero Bolshoy Olr,,,,
N/A,,Sallen,West,China,858800,,31.2901373997871,83.4410255263059,,,,,
N/A,,Tong,Ysyk-Kol,Kyrgyzstan,722117,,42.4488927310944,77.0358205171577,Issyk-Kul,,,,
N/A,,Ingoda,Zabaykal'ye,Russia,672522,,52.3280472017604,113.105047386821,,,,,
N/A,,Xialiubin,Hubei,China,430417,,30.2388159197364,114.650973661342,,,,,
N/A,,Shompole,Kajiado,Tanzania,,,-2.34817604612084,36.0370483722024,Lake Natron,,,,
N/A,,Vehkasaari,Eastern Finland,Finland,73970,,63.2405669407221,28.103984625295,,,,,
